player_id,position,league,tier,games,winrate,操作,意识,心态,团队,体质,总评,box_综合,impact,final_z,teams
Accez,jng,CBLOLA,3,53,0.755,65.2,81.2,74.6,76.9,79.7,74.5,59.0,75.8,1.118,paiN Gaming Academy
Winsome,sup,PRM,3,64,0.688,61.6,80.7,75.8,74.0,91.1,74.4,57.6,77.0,1.109,Cloud9|Cloud9 Academy|Unicorns of Love Sexy Edition
Quid,mid,LCKC,2,56,0.554,75.0,75.6,80.2,67.4,70.6,74.3,67.0,61.4,1.101,Gen.G|Gen.G Global Academy
Robocop,top,HM,3,58,0.655,68.0,79.9,74.9,73.9,77.6,74.3,62.3,71.2,1.101,Entropiq
Insulator,mid,LDL,2,93,0.613,66.3,84.1,70.2,71.6,82.3,74.3,61.4,72.7,1.108,Joy Dream
Scarface,top,PRM,3,64,0.656,74.6,69.8,74.5,72.0,86.3,74.3,61.0,73.2,1.105,FC Schalke 04 Esports|Unicorns of Love Sexy Edition
BAO,bot,TCL,15,27,0.593,80.0,79.4,64.9,73.5,61.4,74.2,67.0,61.2,1.096,Fenerbahçe Esports
Gori,mid,PCS,15,64,0.578,79.1,78.9,63.3,69.8,72.6,74.2,65.0,65.8,1.093,FunPlus Phoenix|PSG Talon
Rahel,bot,LCKC,2,94,0.585,72.9,77.6,71.9,68.3,81.6,74.2,62.8,70.3,1.098,Dplus Kia Challengers
KinGi,jng,LMF,2,53,0.642,76.7,78.6,68.4,72.5,68.5,74.2,61.9,71.6,1.09,Boca Juniors Gaming|Maycam Evolve
Pleata,bot,LCKC,2,85,0.624,56.7,85.7,76.3,82.5,79.5,74.2,60.4,73.8,1.089,Kiwoom DRX Challengers
EMENES,mid,NLC,2,36,0.75,93.3,76.2,56.2,62.6,62.1,74.2,59.1,75.3,1.09,JD|XL
Medzz,mid,LDL,2,115,0.678,68.2,78.6,65.6,74.0,91.8,74.2,55.7,78.2,1.097,MAX
Backlund,mid,NLC,2,84,0.714,81.2,66.1,71.7,71.3,81.2,74.2,54.6,78.8,1.094,Dusty
Rylle,mid,NLC Aurora Open,3,20,0.7,84.9,74.5,74.7,62.5,61.0,74.1,65.9,63.6,1.086,Nativz
Innaxe,bot,LFL,2,73,0.575,67.3,80.4,69.3,79.0,77.2,74.1,61.6,72.0,1.086,GameWard
Sunblast,top,LMF,2,63,0.635,73.9,67.9,88.9,69.6,73.9,74.1,61.1,72.7,1.086,Boca Juniors Gaming|Leviatan
winnie,jng,PGC,2,93,0.613,84.7,65.1,65.5,71.6,81.8,74.1,60.1,74.1,1.085,Area of Effect Esports|Immortals Area of Effect|Saint Louis University
Shiganari,bot,PRM,3,41,0.756,76.5,74.1,74.6,72.8,69.1,74.1,59.9,74.3,1.082,Unicorns of Love Sexy Edition|Unicorns of Love.CIS
Wayward,top,LPL,1,112,0.661,68.1,69.7,84.4,72.6,87.4,74.1,51.9,79.9,1.081,Top Esports
Siwoo,top,LAS,3,39,0.59,79.2,66.8,74.8,75.0,73.8,74.0,66.1,62.7,1.074,Dplus Kia Academy
Ssol,bot,LJL,15,63,0.571,80.1,78.0,64.6,72.1,65.2,74.0,65.5,64.1,1.074,Rascal Jester
Crazy,top,TCL,15,46,0.543,83.8,75.9,68.7,66.4,62.0,73.9,67.5,59.0,1.068,Galatasaray Esports
VirusFx,bot,DDH,3,36,0.694,81.6,75.5,70.6,66.8,65.4,73.9,62.4,70.1,1.061,Six Karma|The Kings
Velja,jng,ESLOL,3,35,0.571,79.8,77.2,63.9,71.7,68.1,73.9,61.8,71.3,1.068,Ion Squad|Partizan Esports
ProDelta,sup,CBLOLA,3,53,0.755,75.2,76.1,66.8,70.0,80.6,73.9,57.9,76.2,1.068,paiN Gaming Academy
Jwei,sup,LDL,2,88,0.648,69.9,74.7,76.9,69.1,84.4,73.9,56.6,77.3,1.067,Bilibili Gaming|Bilibili Gaming Junior
Elyoya,jng,LEC,1,57,0.509,80.5,77.8,73.0,70.6,54.3,73.8,67.8,57.8,1.055,MAD Lions KOI
Artifact,mid,VCS,15,84,0.571,82.9,68.8,69.8,64.1,80.5,73.8,64.2,66.4,1.053,Team Secret
Akabane,jng,LFL,2,73,0.575,78.6,71.0,65.2,73.2,80.6,73.8,61.2,72.0,1.055,GameWard
Peach,jng,LCKC,2,40,0.75,85.8,73.6,62.5,67.0,68.0,73.8,58.5,75.5,1.057,Kiwoom DRX|Kiwoom DRX Challengers
Thayger,jng,NEXO,3,56,0.821,64.2,73.7,86.5,71.7,83.6,73.8,53.6,79.1,1.053,Ramboot Club|UCAM Esports
Summit,top,LPL,1,60,0.567,88.2,72.5,63.4,62.1,69.5,73.7,63.8,67.1,1.047,Cloud9|FunPlus Phoenix
Bwipo,top,LCS,1,80,0.637,88.6,61.1,71.4,65.4,77.9,73.7,57.8,76.0,1.044,Team Liquid
Ganks,jng,EL,3,40,0.9,86.2,67.0,70.3,63.1,75.9,73.7,57.3,76.5,1.046,Saprissa Esports
Xuradel,mid,EL,3,42,0.905,81.6,67.4,73.5,65.9,78.4,73.7,56.6,77.2,1.048,Saprissa Esports
fNb,top,CBLOL,15,57,0.596,75.3,77.9,69.4,66.9,74.9,73.6,64.5,65.4,1.041,FURIA
Luon,sup,LAS,3,66,0.636,76.1,76.3,62.4,67.1,85.0,73.6,61.9,70.5,1.038,Nongshim RedForce Academy
Deft,bot,LCK,1,130,0.554,72.9,70.6,75.4,72.2,81.2,73.6,61.3,71.5,1.039,Kiwoom DRX
Melonik,top,LFL,2,73,0.575,74.5,78.5,62.6,70.9,78.8,73.6,61.0,72.0,1.04,GameWard
Secret,sup,LJL,15,63,0.571,80.9,77.0,62.0,73.2,63.3,73.5,64.9,64.1,1.028,Rascal Jester
BeryL,sup,LCK,1,130,0.546,82.6,66.1,73.0,62.3,82.2,73.5,62.4,69.5,1.034,Kiwoom DRX
Will,jng,LCSA,2,55,0.618,76.8,70.6,75.6,70.0,73.2,73.5,61.5,70.9,1.027,100 Thieves Academy
Jankos,jng,LEC,1,89,0.629,73.2,72.4,81.1,67.6,74.0,73.5,56.7,76.9,1.032,G2 Esports
Kryze,top,NLC,2,70,0.629,87.6,61.7,77.4,64.6,69.9,73.4,63.8,66.4,1.025,JD|XL
Robo,top,CBLOL,15,61,0.607,80.2,70.5,67.3,73.6,70.7,73.4,63.0,68.0,1.023,LOUD
marlon,sup,UL,2,85,0.588,81.5,69.0,66.0,72.1,74.1,73.4,62.3,69.4,1.026,Berlin International Gaming|Team ESCA Gaming
JimieN,mid,LCSA,2,117,0.581,74.4,66.8,82.2,64.1,86.0,73.4,58.5,75.0,1.021,100 Thieves Academy
Hantera,sup,LFL,2,86,0.605,69.1,68.7,81.3,72.5,84.7,73.4,56.1,77.3,1.025,Karmine Corp
Mart,jng,LPLOL,3,67,0.597,80.0,74.9,63.6,64.2,78.2,73.3,64.6,64.2,1.009,White Dragons
SuperCleber,top,CBLOLA,3,55,0.6,74.6,72.9,74.0,68.4,76.4,73.3,64.2,65.3,1.014,Flamengo Academy|LØS Academy
Koala,sup,PCS,15,72,0.694,77.3,68.3,76.0,67.4,78.4,73.3,56.8,76.6,1.016,CTBC Flying Oyster
BalKhan,jng,LCO,15,69,0.609,87.6,65.5,67.4,63.9,73.7,73.2,63.4,66.7,1.005,Pentanet.GG
HARPOON,bot,UL,2,85,0.588,74.1,69.1,75.4,71.9,78.7,73.2,62.0,69.4,1.003,Berlin International Gaming|Team ESCA Gaming
Zwyroo,mid,LVP SL,2,79,0.62,78.4,67.6,78.8,64.7,76.1,73.2,60.6,71.8,1.001,Team Heretics
Meiko,sup,LPL,1,119,0.605,70.5,68.2,81.2,69.2,85.5,73.2,55.9,77.2,1.004,EDward Gaming
Thesnake,bot,LDL,2,42,0.619,73.6,86.5,63.7,65.9,65.1,73.1,63.3,66.8,1.0,TEAM ORANGE
huhi,sup,LCS,1,76,0.566,84.4,70.9,64.1,70.4,65.2,73.1,61.9,69.5,0.996,100 Thieves
Ocean,jng,LMF,2,61,0.623,83.3,67.7,72.0,67.2,68.6,73.1,60.3,72.2,0.999,EBRO
Comp,bot,LEC,1,73,0.603,76.8,72.7,74.5,69.3,67.4,73.1,59.6,73.1,0.994,Rogue
DONGGY,top,LCO,15,69,0.609,64.8,78.2,75.2,71.7,80.9,73.0,63.2,66.7,0.99,Pentanet.GG
Emets,bot,LHE,2,56,0.625,78.6,72.7,70.8,66.8,70.6,73.0,62.5,68.1,0.988,Master Girl|Meta Gaming
Zeka,mid,LCK,1,130,0.546,76.4,67.7,74.3,66.2,83.1,73.0,61.8,69.5,0.989,Kiwoom DRX
Tenacity,top,LCSA,2,56,0.607,85.3,63.4,73.4,68.4,68.8,73.0,61.8,69.5,0.99,100 Thieves|100 Thieves Academy
Furuy,mid,NLC,2,81,0.63,74.1,67.9,76.2,70.9,79.8,73.0,60.6,71.5,0.986,Bifrost
ppgod,sup,LPL,1,99,0.667,70.2,63.9,86.6,68.0,88.4,73.0,52.7,79.1,0.99,Victory Five
Wizer,top,CBLOL,15,61,0.59,80.1,78.0,59.5,64.2,73.4,72.9,63.9,65.0,0.981,paiN Gaming
Breathe,top,LPL,1,134,0.59,70.9,74.1,72.4,66.4,85.1,72.9,56.9,76.1,0.978,Bilibili Gaming|Royal Never Give Up
Enty,sup,LJL,15,66,0.667,75.1,70.8,64.5,74.1,81.5,72.9,55.9,77.0,0.982,QT DIG∞
Keii,top,GL,3,47,0.83,94.2,56.4,66.2,61.2,80.2,72.9,55.7,77.1,0.977,Zeu5 Bogota
XinMo,sup,LDL,2,115,0.678,68.2,76.8,65.7,70.2,89.4,72.9,54.1,78.2,0.976,MAX
Pak,mid,LFL2,2,26,0.462,81.2,77.0,70.8,69.6,49.3,72.8,69.8,49.7,0.969,Atletec|Sprout
Alowhed,mid,LHE,2,37,0.486,76.8,72.3,78.6,65.4,66.1,72.8,68.5,53.0,0.968,Meta Gaming|River Plate Gaming|Undead Gaming
Uprising,top,EL,3,29,0.621,72.1,79.4,71.7,72.4,62.5,72.8,66.1,59.3,0.971,Aurelius Esports|Goat Esports
Tracyn,top,UL,2,66,0.606,80.2,65.0,76.8,66.4,74.1,72.8,62.3,68.0,0.969,Illuminar Gaming|Komil & Friends
Khantos,bot,HM,3,58,0.655,80.6,67.1,67.1,69.1,78.2,72.8,60.6,71.2,0.973,Entropiq
Hery,top,LDL,2,67,0.597,68.7,80.7,72.1,67.8,73.8,72.8,60.6,71.2,0.975,Ultra Prime|Ultra Prime Academy
Odoamne,top,LEC,1,73,0.603,75.4,71.0,69.6,77.1,68.6,72.8,59.3,73.1,0.971,Rogue
Ichikawa,bot,EL,3,33,0.727,83.6,75.3,54.8,71.4,65.9,72.7,61.5,69.4,0.962,Atomic México|Aurelius Esports|The Kings
Click,sup,PGN,3,54,0.648,81.6,66.9,74.2,55.1,84.3,72.7,61.3,69.7,0.961,Macko Esports
RAMES,jng,HM,3,58,0.655,77.3,67.6,66.9,74.0,78.5,72.7,60.5,71.2,0.965,Entropiq
Shikari,top,NLC,2,81,0.63,61.9,85.6,65.6,74.2,78.9,72.7,60.3,71.5,0.963,Bifrost
Duoking1,sup,PGC,2,98,0.663,91.6,61.2,60.8,63.3,78.6,72.7,59.0,73.4,0.96,Area of Effect Cows|Area of Effect Ginger Turmeric|Dinka Never Homeless Again|Ginger Turmeric
Ninten,sup,NEXO,3,27,0.852,81.0,61.9,86.8,59.6,73.4,72.6,59.7,72.2,0.953,Ramboot Club
Camilo,jng,LHE,2,45,0.689,61.5,77.9,80.4,71.8,79.6,72.6,58.6,73.7,0.952,Furious Gaming|XTEN Esports
Lens,bot,PGC,2,50,0.78,84.2,56.4,80.9,66.0,76.4,72.6,54.8,77.6,0.957,100 Thieves Next|Ginger Turmeric
Aithusa,mid,CBLOLA,3,46,0.63,68.5,77.7,70.7,73.0,73.2,72.5,63.3,65.4,0.951,LOUD Academy
Uniboy,mid,PCS,15,64,0.609,79.0,74.1,64.6,67.2,70.8,72.5,63.2,65.5,0.945,J Team
Decay,mid,PRM,3,72,0.597,71.9,73.0,74.3,64.8,81.1,72.5,62.1,67.9,0.949,FC Schalke 04 Esports
Pullbae,mid,LCKC,2,94,0.585,69.2,74.0,72.6,71.3,79.2,72.5,60.8,70.3,0.946,Dplus Kia Challengers
Woohee,sup,LHE,2,71,0.634,80.7,72.9,60.7,69.2,71.6,72.5,60.5,70.7,0.945,Movistar Optix
Wilson,jng,PGC,2,102,0.588,82.8,58.6,76.7,62.1,84.0,72.4,60.5,70.6,0.937,Cincinnati Fear|Taco Gaming|Team Fish Taco
Nuguri,top,LCK,1,57,0.614,79.7,69.5,77.4,65.6,63.0,72.4,60.3,70.9,0.938,Dplus Kia
Dhokla,top,LCSA,2,81,0.593,81.6,68.5,65.7,65.1,76.5,72.4,58.3,74.0,0.942,CLG Academy|Counter Logic Gaming
Adam,top,LFL,2,71,0.535,74.7,69.6,79.3,62.9,75.0,72.3,63.7,63.9,0.93,Team BDS|Team BDS Academy
Deadly,bot,LVP SL,2,68,0.574,75.5,74.4,67.8,69.1,70.1,72.3,62.4,66.8,0.933,Barça eSports
Odi11,bot,NLC,2,68,0.603,74.5,68.2,71.8,73.7,74.6,72.3,61.4,68.7,0.928,Bifrost
forse,mid,LDL,2,83,0.554,65.3,79.5,73.3,71.3,74.5,72.3,61.0,69.6,0.933,Weibo Gaming Youth Team
Heng,jng,LDL,2,77,0.623,64.0,78.4,73.1,69.2,81.6,72.2,60.6,70.1,0.926,Team WE|Young Miracles
Minous,sup,LAS,3,37,0.757,81.6,60.0,86.3,58.1,75.3,72.2,58.7,73.1,0.923,T1 Esports Academy Rookies
Wamu,top,LHE,2,52,0.538,74.3,75.5,71.3,66.1,68.3,72.1,66.0,57.7,0.916,Meta Gaming|Stone Movistar
JayJ,sup,LCSA,2,95,0.558,72.6,67.7,68.6,74.5,81.9,72.1,59.7,71.4,0.913,Dignitas Academy
Pride,top,PRM,3,63,0.619,75.3,71.5,72.4,62.1,77.4,72.0,62.6,65.7,0.909,Eintracht Spandau
Prime,sup,PRM,3,63,0.619,72.6,71.5,71.4,64.3,82.7,72.0,62.6,65.7,0.909,Eintracht Spandau
denyk,sup,HM,3,58,0.655,73.7,70.7,68.2,68.9,79.7,72.0,59.7,71.2,0.904,Entropiq
costy,bot,LPLOL,3,72,0.681,66.3,70.2,75.7,72.1,85.0,72.0,58.5,73.1,0.907,For The Win Esports
Thumb,sup,LAS,3,39,0.59,71.3,71.5,76.9,67.9,73.4,71.9,63.8,62.7,0.9,Dplus Kia Academy
Bong,top,TCL,15,22,0.818,88.3,66.9,63.3,67.3,59.4,71.9,59.3,71.7,0.897,NASR eSports Turkey
Saint,mid,LAS,3,39,0.59,82.6,57.8,78.0,65.6,75.2,71.8,63.7,62.7,0.892,Dplus Kia Academy
Kongyue,jng,PCS,15,64,0.609,73.8,76.3,65.1,68.1,71.1,71.8,62.5,65.5,0.892,J Team
Kice,sup,LCKC,2,67,0.567,66.0,74.5,75.2,73.5,73.4,71.8,62.4,65.6,0.891,KT Rolster Challengers
Nipphu,top,DDH,3,59,0.593,75.0,70.7,69.5,64.7,78.9,71.8,61.5,67.6,0.893,Six Karma
DARKWINGS,mid,LCSA,2,87,0.621,76.5,66.2,70.7,64.9,82.7,71.8,58.7,72.5,0.892,100 Thieves Next|Dignitas Academy
Gemini,jng,PCS,15,75,0.68,70.6,67.6,80.6,65.9,80.3,71.8,56.0,75.8,0.891,CTBC Flying Oyster
Nafkelah,mid,LFL2,2,61,0.525,79.4,69.8,67.6,68.5,66.3,71.7,68.0,51.5,0.885,Tony Parker Adéquat Academy
Woody,sup,PCS,15,62,0.613,75.5,72.9,66.8,65.1,75.1,71.7,62.3,65.8,0.888,Deep Cross Gaming
Ceos,sup,CBLOL,15,61,0.607,64.9,73.0,83.7,69.5,73.1,71.7,61.2,68.0,0.886,LOUD
Eren,mid,HM,3,58,0.655,80.5,64.5,68.7,67.5,74.9,71.7,59.4,71.2,0.882,Entropiq
Bucket,sup,SL (LATAM),3,39,0.641,76.8,61.3,78.5,69.5,75.2,71.7,56.9,74.8,0.887,Spectacled Bears
Ethe,top,NEXO,3,49,0.755,86.7,59.3,70.9,62.2,75.0,71.7,54.8,76.8,0.882,Oxygen Valiants|Ramboot Club
Jiwoo,bot,LCKC,2,91,0.571,77.7,66.8,68.7,65.9,78.3,71.6,60.0,70.1,0.879,Nongshim Esports Academy|Nongshim RedForce Academy
Mercy9,mid,TAL,3,45,0.556,72.8,72.6,76.1,61.6,73.0,71.5,66.8,54.0,0.867,Beşiktaş Academy|Galakticos Academy|Gentlemen's Gaming
Wako,bot,PCS,15,72,0.556,79.5,72.4,58.1,65.5,75.1,71.5,64.6,59.7,0.868,Beyond Gaming
Kynetic,bot,PRM,3,63,0.619,64.7,72.5,76.4,70.4,81.7,71.5,62.1,65.7,0.871,Eintracht Spandau
Leaky,top,PCS,15,59,0.593,83.5,66.2,58.0,71.6,71.2,71.5,62.1,65.8,0.873,Deep Cross Gaming
Xingye,bot,LDL,2,79,0.62,61.5,79.0,81.0,62.1,80.2,71.5,61.4,67.3,0.874,FunPlus Phoenix|FunPlus Phoenix Blaze
Moopz,sup,ESLOL,3,80,0.625,73.4,67.4,64.7,70.7,86.3,71.5,61.1,67.7,0.868,KRC Genk Esports
Van1,jng,LAS,3,39,0.641,66.5,80.3,73.9,66.8,67.5,71.5,59.0,71.6,0.873,T1 Esports Academy Rookies
Spike,bot,LAS,3,39,0.538,69.5,80.0,68.8,69.6,63.1,71.4,65.1,58.3,0.865,Hanwha Life Esports Academy
Yuri,mid,LCO,15,73,0.575,76.6,69.4,68.5,63.6,77.0,71.4,64.0,61.0,0.864,Pentanet.GG|Vega Squadron
Cboi,jng,NLC,2,73,0.658,72.9,67.8,72.5,68.2,77.8,71.4,54.6,76.8,0.863,Bifrost|Macko Esports
Myths,top,LDL,2,85,0.659,73.2,67.3,78.6,61.1,80.2,71.4,53.1,77.9,0.865,Bilibili Gaming Junior
Carim,jng,LAS,3,34,0.647,74.6,73.0,72.5,65.8,65.1,71.3,61.8,65.9,0.854,Nongshim RedForce Academy
Baca,mid,LVP SL,2,59,0.644,61.9,72.9,88.3,72.4,67.1,71.3,58.9,71.5,0.858,Fnatic TQ
xDrop,bot,LPLOL,3,69,0.638,82.3,60.2,66.5,65.6,81.3,71.2,61.1,67.2,0.848,EGN Esports
MAXI,jng,LVP SL,2,59,0.644,74.4,62.7,80.5,70.8,69.9,71.2,58.8,71.5,0.85,Fnatic TQ
Bean,bot,LVP SL,2,59,0.644,66.1,68.2,87.8,71.8,67.8,71.2,58.8,71.5,0.85,Fnatic TQ
Maggie,jng,LDL,2,98,0.612,61.8,79.6,72.4,65.2,81.9,71.1,57.7,72.9,0.84,Joy Dream|Weibo Gaming Youth Team
Sting,jng,CBLOLA,3,54,0.593,62.8,75.0,76.4,71.1,75.0,71.0,62.5,63.7,0.835,Flamengo Academy|Flamengo MDL|LØS Academy
Trigo,bot,CBLOL,15,61,0.59,65.3,74.5,76.9,69.1,72.3,71.0,62.0,65.0,0.838,paiN Gaming
Lindgarde,bot,PGN,3,60,0.633,66.8,72.8,68.3,74.6,76.8,71.0,61.0,67.0,0.833,WLGaming Esports|aNc Outplayed
Angel,mid,LPL,1,93,0.559,62.6,80.9,70.8,68.6,73.7,71.0,60.2,68.6,0.832,Weibo Gaming
KennyChan,jng,LDL,2,109,0.67,66.5,72.3,66.5,67.8,89.6,71.0,52.9,77.8,0.834,MAX
Bvoy,bot,LLA,15,29,0.552,75.5,74.1,74.9,62.8,57.9,70.9,65.1,57.1,0.831,Estral Esports
Kiefer,mid,LMF,2,45,0.489,78.3,73.5,65.7,64.5,62.6,70.9,64.2,59.3,0.826,All Knights|KRÜ Esports
Zest,top,LCKC,2,74,0.554,65.9,72.8,75.8,68.6,76.0,70.9,62.8,62.8,0.828,Gen.G|Gen.G Global Academy
Robba,top,ESLOL,3,80,0.625,59.7,76.4,68.8,74.2,85.5,70.9,60.6,67.7,0.831,KRC Genk Esports
Zven,sup,LCS,1,38,0.632,75.3,73.6,63.2,75.7,57.9,70.9,59.7,69.4,0.827,Cloud9
Dragku,sup,LCO,15,31,0.774,83.6,67.8,66.9,64.9,59.5,70.9,58.8,71.0,0.828,Chiefs Esports Club
Cyku,mid,LDL,2,67,0.806,67.8,74.6,67.4,67.0,80.4,70.9,49.2,79.7,0.827,EDG Youth Team
Wiz,jng,CBLOL,15,53,0.604,64.5,80.8,62.5,74.4,71.2,70.8,62.6,63.1,0.821,KaBuM! Esports
Doxy,top,LVP SL,2,54,0.593,69.4,75.8,69.9,69.4,67.0,70.8,62.4,63.5,0.82,Axolotl|UCAM Esports
Lynkez,mid,CBLOLA,3,30,0.633,63.2,84.7,67.1,70.6,64.5,70.8,61.7,65.2,0.823,Flamengo Academy
Light,bot,LPL,1,113,0.531,67.6,77.2,67.7,68.7,71.9,70.8,61.1,66.4,0.821,LNG Esports
Garvey,top,LDL,2,78,0.654,66.7,80.6,60.8,68.5,76.0,70.8,58.5,71.4,0.824,LGD Gaming|MAX
VicLa,mid,LCK,1,84,0.571,79.1,62.2,71.9,68.4,70.3,70.8,58.0,72.1,0.82,KT Rolster|KT Rolster Challengers
Guigo,top,CBLOL,15,67,0.567,67.5,69.5,76.5,71.6,72.3,70.7,61.3,65.7,0.81,RED Canids
Aytekn,top,TAL,3,46,0.587,73.6,66.3,78.3,63.5,71.8,70.6,60.5,67.3,0.806,Fenerbahçe Academy|SuperMassive Blaze Academy
Aiming,bot,LCK,1,98,0.49,72.5,71.1,69.7,62.4,76.2,70.5,65.1,56.1,0.801,KT Rolster
Skude,jng,ESLOL,3,59,0.542,82.8,58.8,66.5,70.6,69.9,70.5,64.4,57.8,0.798,Crvena zvezda Esports|mCon esports
PrettyGRE,mid,LCSA,2,106,0.481,71.2,69.9,66.7,67.6,78.6,70.5,64.2,58.5,0.803,Immortals Academy
Goot,jng,CBLOL,15,51,0.608,73.6,69.2,70.2,68.8,68.3,70.5,61.7,64.6,0.803,FURIA|FURIA Youth
Joo,sup,LPLOL,3,70,0.629,62.5,76.9,66.6,67.7,85.3,70.5,60.5,67.2,0.803,EGN Esports
JDG,top,LFL2,2,64,0.719,56.5,72.4,83.2,77.2,75.9,70.5,54.9,75.7,0.8,IziDream
Pooh,sup,LAS,3,40,0.525,77.1,67.0,73.3,63.0,67.0,70.4,65.2,55.7,0.796,Hanwha Life Esports Academy
Keduii,bot,LVP SL,2,65,0.554,78.8,70.2,61.9,66.4,66.3,70.4,62.3,62.9,0.793,Berlin International Gaming|Giants
Aklass,bot,HC,3,23,0.609,82.7,66.4,70.9,63.4,57.1,70.4,62.0,63.6,0.792,Dark Tigers Academy
Lilv,bot,PCS,15,64,0.609,74.0,69.0,67.2,66.4,74.1,70.4,61.2,65.5,0.794,J Team
Savero,jng,HM,3,45,0.644,69.7,67.0,72.7,73.4,72.6,70.4,60.1,67.7,0.79,Dynamo Eclot
Razork,jng,LEC,1,76,0.579,78.9,66.9,64.8,68.0,67.4,70.4,58.5,70.8,0.796,Fnatic
KreshtDoo,bot,LHE,2,71,0.634,74.8,69.5,63.7,69.6,71.4,70.4,58.5,70.7,0.793,Movistar Optix
Acce,top,LLA,15,57,0.632,65.3,67.5,67.6,79.8,80.5,70.4,57.3,72.6,0.793,Estral Esports
Lele,sup,LDL,2,124,0.629,68.2,65.4,72.6,65.2,90.7,70.4,54.2,76.3,0.795,FunPlus Phoenix|FunPlus Phoenix Blaze
FIESTA,mid,LCKC,2,110,0.491,66.4,78.4,64.0,64.7,77.6,70.2,65.1,55.4,0.78,Nongshim Esports Academy|Nongshim RedForce
Lamabear,jng,PRMP,3,23,0.739,71.5,75.2,68.9,66.0,63.5,70.2,65.0,55.7,0.781,Hertha BSC eSport
Max1,sup,LPLOL,3,32,0.5,68.6,71.5,69.4,69.5,73.4,70.2,61.9,63.3,0.777,GTZ Esports|Guasones
dyNquedo,mid,CBLOL,15,61,0.59,63.2,75.0,76.9,68.4,71.2,70.2,61.2,65.0,0.777,paiN Gaming
Trevor,sup,PGC,2,99,0.576,82.0,52.7,76.6,61.6,81.9,70.2,61.0,65.4,0.778,CLG Faith|Cloud9 Academy|Immortals Area of Effect|Team Fish Taco
Zoiren,mid,LFL2,2,43,0.465,81.3,70.4,65.8,64.0,56.0,70.2,60.6,66.4,0.782,BK ROG Esports
XLB,jng,LPL,1,26,0.731,73.4,78.0,68.5,64.4,55.4,70.2,58.9,69.7,0.779,Victory Five
Shaoye,bot,LDL,2,78,0.615,63.4,80.4,67.5,62.2,79.3,70.2,57.1,72.7,0.782,Young Miracles
Jojopyun,mid,LCS,1,123,0.61,73.8,58.1,77.8,68.0,80.2,70.2,52.4,77.7,0.782,Evil Geniuses
SAJATOR,mid,HM,3,66,0.53,67.6,73.7,68.2,64.8,77.9,70.1,64.6,56.4,0.772,eSuba
Jackies,mid,HM,3,43,0.628,81.3,69.1,56.6,67.0,66.0,70.1,61.0,65.2,0.771,Dynamo Eclot
svns,bot,UL,2,66,0.606,71.2,64.4,76.6,66.7,75.4,70.1,59.7,68.0,0.772,Illuminar Gaming|Komil & Friends
Special,mid,PRM,3,63,0.619,80.6,64.2,63.8,57.7,81.2,70.0,60.7,65.7,0.765,Eintracht Spandau
DenVoksne,bot,NLC,2,75,0.64,77.8,60.8,68.4,67.2,76.2,70.0,59.1,69.0,0.767,Dusty|MAD Lions Madrid
Kartana,jng,LHE,2,30,0.8,61.0,69.7,77.0,78.3,72.5,70.0,56.9,72.7,0.765,Furious Gaming
Shookz,jng,LMF,2,60,0.533,63.9,77.4,67.2,70.5,71.2,69.9,62.5,61.4,0.76,Boca Juniors Gaming|Movistar Optix|River Plate Gaming
Hasmed,top,VCS,15,118,0.525,73.2,68.9,66.8,58.2,83.1,69.9,61.4,64.0,0.761,Saigon Buffalo
Shogun,bot,VCS,15,118,0.525,76.1,60.9,71.5,60.3,84.2,69.9,61.4,64.0,0.761,Saigon Buffalo
iLEVI,sup,GLL,3,57,0.544,69.4,77.2,64.1,63.2,72.2,69.9,60.4,66.2,0.761,Anorthosis Famagusta Esports|Goskilla
Candy,jng,DDH,3,32,0.688,78.3,58.7,77.3,67.3,67.1,69.9,59.2,68.6,0.758,Atheris Esports
Hook,jng,LDL,2,43,0.628,63.7,78.8,75.9,63.0,67.4,69.9,58.2,70.5,0.759,Team Pinnacle
Kingen,top,LCK,1,130,0.546,62.1,71.5,70.0,73.7,80.1,69.8,58.7,69.5,0.755,Kiwoom DRX
Reeker,mid,LFL,2,71,0.592,71.3,64.5,67.0,73.8,76.0,69.8,57.2,72.0,0.755,MAD Lions KOI|Team BDS Academy
CptShrimps,mid,PGC,2,71,0.676,74.9,62.8,70.8,68.4,72.9,69.8,56.6,72.9,0.754,Area of Effect Ginger Turmeric|Dinka Never Homeless Again|Ginger Turmeric
Mayhem,top,DDH,3,66,0.652,66.1,69.7,74.1,64.8,80.4,69.8,55.6,74.2,0.754,Atheris Esports
Reedfoo,bot,HM,3,43,0.628,73.7,68.4,60.2,74.3,68.9,69.7,60.7,65.2,0.748,Dynamo Eclot
Follow,jng,LMF,2,49,0.653,66.0,73.0,79.4,60.5,71.3,69.7,59.2,68.3,0.746,Isurus|Pampas
TuT,bot,LDL,2,79,0.544,64.5,81.0,67.5,60.4,73.8,69.7,59.2,68.3,0.746,Joy Dream|Weibo Gaming Youth Team
Xico,mid,LFL,2,79,0.557,64.6,71.8,77.2,65.1,74.2,69.7,59.1,68.5,0.747,KOI|Team BDS Academy
IceBreaker,top,GLL,3,45,0.6,73.4,70.3,53.9,78.6,68.6,69.7,59.0,68.7,0.747,Esport Empire|WLGaming Esports
